"find_number","material_category","material","start_date","end_date","level_1_of_the_functional_classification","level_2_of_the_functional_classification","ceramics_rim_eve_estimated_vessel_equivalent","ceramics_base_eve_estimated_vessel_equivalent","ceramics_reconstructed_object_diameter_in_mm","ceramics_reconstructed_object_height_in_mm","ceramics_surface_treatment","ceramics_decoration_technique","ceramics_image_type","ceramics_mark","material_simplified"
"NZR2.00567CER026","CER","redware","1825","1875","Food Processing & Consumption","Food preparation and consumption: various parts of kitchenware","55.00","0.00","85.00","38.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00571CER197","CER","redware","1750","1850","Food Processing & Consumption","Food consumption: plate, dish, bowl","30.00","70.00","205.00","55.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00571CER201","CER","redware","1750","1800","Food Processing & Consumption","Food preparation and consumption: various parts of kitchenware","20.00",NULL,"140.00","40.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00571CER208","CER","redware","1675","1750","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","65.00","210.00","50.00","lead-glaze with slip inside","slip inside copper oxide glazing",NULL,NULL,"redware"
"NZR2.00571CER209","CER","redware","1525","1600","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","15.00","240.00","40.00","lead-glaze and inside slip","slip inside copper oxide glazing",NULL,NULL,"redware"
"NZR2.00572CER137","CER","redware","1675","1725","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","25.00","25.00","280.00","125.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00576CER142","CER","redware","1700","1800","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","40.00","180.00","42.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00577CER145","CER","redware","1525","1600","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","15.00","260.00","50.00","lead-glaze and inside slip","slip inside copper oxide glazing",NULL,NULL,"redware"
"NZR2.00577CER148","CER","redware","1650","1700","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","15.00","280.00","45.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00577CER181","CER","redware","1775","1850","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","15.00","410.00","75.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00579CER129","CER","redware","1800","1900","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","20.00","480.00","100.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00579CER130","CER","redware","1814","1880","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","15.00","420.00","90.00","inside lead-glaze",NULL,NULL,"BOZ","redware"
"NZR2.00599CER262","CER","redware","1750","1850","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","100.00","240.00","60.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00599CER263","CER","redware","1750","1850","Food Processing & Consumption","Food preparation and consumption: various parts of kitchenware","45.00","100.00","160.00","47.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00599CER275","CER","redware","1550","1625","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","15.00","420.00","65.00","lead-glaze and inside slip","slip inside copper oxide glazing",NULL,NULL,"redware"
"NZR2.00599CER367","CER","redware","1700","1750","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","55.00","70.00","320.00","105.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00599CER411","CER","redware","1500","1575","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","35.00","100.00","250.00","55.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00599CER414","CER","redware","1650","1700","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","45.00","25.00","240.00","60.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00611CER120","CER","redware","1650","1700","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","60.00","75.00","200.00","145.00","lead-glaze with copper oxide inside",NULL,NULL,NULL,"redware"
"NZR2.00635CER083","CER","redware","1800","1875","Food Processing & Consumption","Food preparation and consumption: various parts of kitchenware","100.00","0.00","90.00","40.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00603CER206","CER","redware","1750","1850","Food Processing & Consumption","Food preparation and consumption: various parts of kitchenware","20.00",NULL,"155.00","42.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00604CER082","CER","redware","1700","1800","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","40.00","160.00","45.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00616CER034","CER","redware","1500","1550","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","25.00","160.00","85.00","lead-glaze and inside slip",NULL,NULL,NULL,"redware"
"NZR2.00617CER078","CER","redware","1575","1650","Food Processing & Consumption","Food consumption: plate, dish, bowl","65.00","100.00","135.00","85.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00617CER130","CER","redware","1650","1750","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","85.00","100.00","260.00","280.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00619CER091","CER","redware","1800","1875","Food Processing & Consumption","Food consumption: plate, dish, bowl","25.00","50.00","140.00","28.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00621CER041","CER","redware","1525","1575","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","25.00","260.00","35.00","lead-glaze and inside slip","slip inside copper oxide glazing",NULL,NULL,"redware"
"NZR2.00621CER043","CER","redware","1600","1700","Food Processing & Consumption","Food consumption: plate, dish, bowl","40.00","100.00","105.00","51.00","lead-glaze and inside slip",NULL,NULL,NULL,"redware"
"NZR2.00622CER064","CER","redware","1650","1700","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","40.00","40.00","340.00","75.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00622CER065","CER","redware","1675","1750","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","20.00","15.00","320.00","95.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00622CER067","CER","redware","1675","1725","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","5.00","15.00","300.00","125.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00626CER054","CER","redware","1750","1850","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","30.00","130.00","85.00","lead-glaze with manganese oxide",NULL,NULL,NULL,"redware"
"NZR2.00630CER063","CER","redware","1775","1850","Food Processing & Consumption","Food consumption: plate, dish, bowl","90.00","50.00","380.00","90.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00631CER028","CER","redware","1675","1750","Food Processing & Consumption","Food consumption: plate, dish, bowl","25.00","65.00","250.00","72.00","lead-glaze with slip inside","slip inside copper oxide glazing",NULL,NULL,"redware"
"NZR2.00635CER383","CER","redware","1700","1800","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","40.00","55.00","370.00","180.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00650CER055","CER","redware","1700","1800","Food Processing & Consumption","Food consumption: plate, dish, bowl","40.00","25.00","155.00","34.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00653CER128","CER","redware","1600","1675","Food Processing & Consumption","Food consumption: plate, dish, bowl","35.00","25.00","195.00","40.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00729CER136","CER","redware","1700","1800","Food Processing & Consumption","Food consumption: plate, dish, bowl","35.00","100.00","165.00","37.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00653CER131","CER","redware","1600","1650","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","25.00","235.00","45.00","inside lead-glaze","slip inside copper oxide glazing",NULL,NULL,"redware"
"NZR2.00653CER134","CER","redware","1550","1600","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","100.00","140.00","78.00","inside lead-glaze","slip inside copper oxide glazing",NULL,NULL,"redware"
"NZR2.00653CER143","CER","redware","1675","1725","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","20.00","15.00","270.00","125.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00655CER101","CER","redware","1650","1700","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","5.00","425.00","80.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00657CER388","CER","redware","1650","1700","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","95.00","100.00","165.00","153.00","lead-glaze with copper oxide inside",NULL,NULL,NULL,"redware"
"NZR2.00638CER018","CER","redware","1675","1750","Food Processing & Consumption","Food consumption: plate, dish, bowl","30.00","100.00","105.00","60.00","lead-glaze with slip inside",NULL,NULL,NULL,"redware"
"NZR2.00642CER044","CER","redware","1700","1800","Food Processing & Consumption","Food consumption: plate, dish, bowl","35.00","100.00","175.00","37.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00646CER087","CER","redware","1675","1725","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","10.00","10.00","280.00","130.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00652CER084","CER","redware","1650","1700","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","25.00","360.00","62.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00653CER199","CER","redware","1600","1675","Food Processing & Consumption","Food consumption: plate, dish, bowl","25.00","15.00","420.00","115.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00655CER148","CER","redware","1600","1700","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","35.00","35.00","360.00","55.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00667CER149","CER","redware","1650","1700","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","40.00","15.00","280.00","52.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00667CER184","CER","redware","1650","1725","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","75.00","60.00","130.00","115.00","lead-glaze with copper oxide inside",NULL,NULL,NULL,"redware"
"NZR2.00667CER188","CER","redware","1800","1900","Food Processing & Consumption","Food preparation and consumption: various parts of kitchenware","15.00","0.00","110.00","40.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00667CER192","CER","redware","1700","1800","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","10.00","500.00","90.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00688CER019","CER","redware","1650","1725","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","25.00","20.00","420.00","60.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00699CER075","CER","redware","1700","1850","Food Processing & Consumption","Food consumption: plate, dish, bowl","10.00","10.00","180.00","38.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00629CER085","CER","redware","1700","1800","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","35.00","240.00","58.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00635CER302","CER","redware","1700","1800","Food Processing & Consumption","Food consumption: plate, dish, bowl","25.00","100.00","220.00","47.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00635CER324","CER","redware","1600","1700","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","20.00","15.00","500.00","60.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00641CER001","CER","redware","1750","1825","Food Processing & Consumption","Food consumption: plate, dish, bowl","100.00","100.00","117.00","75.00","lead-glaze with slip inside","slipware; slip and slip-cup decoration",NULL,NULL,"redware"
"NZR2.00642CER070","CER","redware","1775","1850","Food Processing & Consumption","Food consumption: plate, dish, bowl","10.00","15.00","320.00","70.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00645CER019","CER","redware","1750","1850","Food Processing & Consumption","Food preparation and consumption: various parts of kitchenware","10.00",NULL,"200.00","57.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00652CER013","CER","redware","1800","1900","Food Processing & Consumption","Food preparation and consumption: various parts of kitchenware","95.00","0.00","90.00","40.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00657CER240","CER","redware","1600","1700","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","35.00","0.00","110.00","25.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00657CER248","CER","redware","1575","1650","Food Processing & Consumption","Food consumption: plate, dish, bowl","10.00","85.00","130.00","63.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00657CER255","CER","redware","1650","1700","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","5.00","360.00","60.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00657CER262","CER","redware","1550","1625","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","25.00","260.00","45.00","inside lead-glaze","slip inside copper oxide glazing",NULL,NULL,"redware"
"NZR2.00673CER131","CER","redware","1750","1850","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","5.00","280.00","75.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00676CER007","CER","redware","1600","1650","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","15.00","300.00","100.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00699CER013","CER","redware","1750","1850","Food Processing & Consumption","Food consumption: plate, dish, bowl","10.00","100.00","200.00","45.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00708CER040","CER","redware","1700","1800","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","50.00","200.00","38.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00708CER045","CER","redware","1750","1850","Food Processing & Consumption","Food consumption: plate, dish, bowl","25.00","25.00","120.00","28.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00714CER035","CER","redware","1700","1800","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","15.00","15.00","400.00","70.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00725CER012","CER","redware","1600","1700","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","20.00",NULL,"420.00","75.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00734CER022","CER","redware","1750","1850","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","25.00","75.00","160.00","82.00","lead-glaze with slip inside",NULL,NULL,NULL,"redware"
"NZR2.00761CER075","CER","redware","1775","1875","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","15.00","380.00","75.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00762CER011","CER","redware","1800","1850","Food Processing & Consumption","Food preparation and consumption: various parts of kitchenware","100.00","0.00","75.00","40.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00762CER057","CER","redware","1750","1850","Food Processing & Consumption","Food preparation and consumption: various parts of kitchenware","15.00",NULL,"140.00","55.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00762CER103","CER","redware","1814","1880","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","25.00","320.00","65.00","inside lead-glaze",NULL,NULL,"BOZ","redware"
"NZR2.00762CER105","CER","redware","1675","1725","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","55.00","55.00","375.00","165.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00768CER097","CER","redware","1750","1850","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","10.00","20.00","340.00","125.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00768CER100","CER","redware","1750","1850","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","20.00","35.00","190.00","80.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00668CER084","CER","redware","1650","1700","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","25.00","25.00","270.00","37.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00686CER046","CER","redware","1625","1700","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","95.00","80.00","420.00","80.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00686CER050","CER","redware","1650","1700","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","95.00","90.00","315.00","123.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00686CER052","CER","redware","1625","1675","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","80.00","100.00","250.00","225.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00686CER073","CER","redware","1625","1675","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","90.00","60.00","215.00","215.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00689CER069","CER","redware","1625","1700","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","50.00","35.00","180.00","70.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00694CER050","CER","redware","1700","1800","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","40.00","25.00","260.00","105.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00694CER061","CER","redware","1700","1750","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","15.00","100.00","130.00","137.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00694CER062","CER","redware","1675","1750","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","75.00","65.00","215.00","172.00","lead-glaze with copper oxide inside",NULL,NULL,NULL,"redware"
"NZR2.00703CER002","CER","redware","1700","1800","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","20.00","170.00","42.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00706CER047","CER","redware","1650","1725","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","25.00","20.00","350.00","125.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00728CER022","CER","redware","1525","1575","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","15.00","360.00","55.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00732CER048","CER","redware","1700","1800","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","15.00","420.00","85.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00749CER001","CER","redware","1700","1800","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","100.00","100.00","95.00","22.00","lead-glaze",NULL,"floral motif",NULL,"redware"
"NZR2.00752CER068","CER","redware","1725","1800","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","15.00","20.00","190.00","110.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00848CER075","CER","redware","1750","1825","Food Processing & Consumption","Food consumption: plate, dish, bowl","25.00","100.00","140.00","85.00","lead-glaze with slip inside","slipware; slip and slip-cup decoration",NULL,NULL,"redware"
"NZR2.00848CER082","CER","redware","1650","1700","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","100.00","210.00","52.00","lead-glaze and inside slip",NULL,NULL,NULL,"redware"
"NZR2.00848CER117","CER","redware","1600","1700","Food Processing & Consumption","Consumption: drinking","10.00","100.00","155.00","215.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00781CER026","CER","redware","1675","1725","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","30.00","45.00","280.00","120.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00807CER016","CER","redware","1550","1650","Food Processing & Consumption","Food consumption: plate, dish, bowl","35.00","20.00","375.00","60.00","lead-glaze and inside slip",NULL,NULL,NULL,"redware"
"NZR2.00808CER076","CER","redware","1750","1850","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","70.00","300.00","77.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00812CER019","CER","redware","1800","1900","Food Processing & Consumption","Food consumption: plate, dish, bowl","25.00","25.00","320.00","70.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00813CER056","CER","redware","1700","1800","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","40.00","180.00","33.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00814CER016","CER","redware","1500","1550","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","15.00","170.00","45.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00818CER165","CER","redware","1650","1725","Food Processing & Consumption","Food consumption: plate, dish, bowl","60.00","50.00","200.00","30.00","lead-glaze and inside slip",NULL,NULL,NULL,"redware"
"NZR2.00833CER135","CER","redware","1750","1850","Food Processing & Consumption","Food preparation and consumption: various parts of kitchenware","25.00","0.00","110.00","37.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00932CER128","CER","redware","1775","1875","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","15.00","440.00","70.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00771CER019","CER","redware","1625","1700","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","20.00","10.00","170.00","70.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00777CER012","CER","redware","1575","1650","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","100.00","140.00","75.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00787CER062","CER","redware","1800","1850","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","5.00","160.00","45.00","lead-glaze with manganese oxide outside",NULL,NULL,NULL,"redware"
"NZR2.00787CER072","CER","redware","1750","1850","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","15.00","30.00","210.00","115.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00799CER065","CER","redware","1800","1875","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","100.00","140.00","80.00","lead-glaze with slip inside","slipware; slip and slip-cup decoration",NULL,NULL,"redware"
"NZR2.00808CER001","CER","redware","1750","1850","Food Processing & Consumption","Food consumption: plate, dish, bowl","100.00","90.00","132.00","90.00","lead-glaze with slip inside","slipware; slip and slip-cup decoration",NULL,NULL,"redware"
"NZR2.00818CER225","CER","redware","1700","1800","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","15.00","65.00","140.00","117.00","lead-glaze with slip inside",NULL,NULL,NULL,"redware"
"NZR2.00818CER233","CER","redware","1814","1880","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","40.00","420.00","85.00","inside lead-glaze",NULL,NULL,"BOZ","redware"
"NZR2.00835CER018","CER","redware","1750","1850","Food Processing & Consumption","Consumption: drinking","100.00","100.00","140.00","110.00","lead-glaze with slip inside","slipware",NULL,NULL,"redware"
"NZR2.00839CER234","CER","redware","1775","1875","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","10.00","480.00","85.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00886CER034","CER","redware","1675","1725","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","25.00","140.00","28.00","lead-glaze with slip inside","slip inside copper oxide glazing",NULL,NULL,"redware"
"NZR2.00951CER017","CER","redware","1525","1600","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","50.00","180.00","85.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00999CER180","CER","redware","1675","1750","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","100.00","200.00","51.00","lead-glaze with slip inside","slip inside copper oxide glazing",NULL,NULL,"redware"
"NZR2.00999CER181","CER","redware","1650","1725","Food Processing & Consumption","Food consumption: plate, dish, bowl","25.00","100.00","155.00","30.00","lead-glaze with slip inside","slip inside copper oxide glazing",NULL,NULL,"redware"
"NZR2.01020CER074","CER","redware","1650","1750","Food Processing & Consumption","Food preparation and consumption: various parts of kitchenware","70.00",NULL,"116.00","30.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.01021CER034","CER","redware","1675","1725","Food Processing & Consumption","Food consumption: plate, dish, bowl","35.00","100.00","130.00","52.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00888CER064","CER","redware","1650","1700","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","15.00","15.00","240.00","22.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00938CER028","CER","redware","1575","1650","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","100.00","135.00","80.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00999CER206","CER","redware","1400","1500","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","20.00","20.00","280.00","50.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00999CER237","CER","redware","1550","1650","Food Processing & Consumption","Food consumption: plate, dish, bowl","55.00","50.00","215.00","51.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.01014CER042","CER","redware","1525","1575","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","15.00","15.00","380.00","70.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.01030CER086","CER","redware","1800","1900","Food Processing & Consumption","Food preparation and consumption: various parts of kitchenware","25.00",NULL,"105.00","45.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZS1.00014CER001","CER","redware","1650","1700","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","100.00","100.00","280.00","147.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZS1.00014CER002","CER","redware","1700","1750","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","100.00","140.00","84.00","lead-glaze and inside slip",NULL,NULL,NULL,"redware"
"NZS1.00028CER001","CER","redware","1750","1850","Food Processing & Consumption","Food consumption: plate, dish, bowl","100.00","100.00","148.00","92.00","lead-glaze with slip inside","slipware; slip and slip-cup decoration",NULL,NULL,"redware"
"NZR2.00848CER081","CER","redware","1700","1800","Food Processing & Consumption","Food consumption: plate, dish, bowl","35.00","30.00","195.00","40.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00520CER424","CER","redware","1800","1900","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","20.00","280.00","55.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00639CER001","CER","redware","1625","1675","Food Processing & Consumption","Consumption: drinking","70.00","100.00","91.00","105.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00277CER111","CER","redware","1700","1800","Food Processing & Consumption","Food consumption: plate, dish, bowl","45.00","15.00","340.00","85.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00271CER117","CER","redware","1750","1800","Food Processing & Consumption","Food consumption: plate, dish, bowl","10.00","20.00","420.00","80.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00251CER325","CER","redware","1750","1850","Food Processing & Consumption","Food consumption: plate, dish, bowl","30.00","35.00","290.00","77.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZR2.00838CER026","CER","redware","1750","1850","Food Processing & Consumption","Food preparation and consumption: various parts of kitchenware","10.00",NULL,"145.00","50.00","lead-glaze",NULL,NULL,NULL,"redware"
"NZD1.00034CER040","CER","redware, slip","1450","1550","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","15.00","260.00","40.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZD1.00050CER088","CER","redware, slip","1400","1550","Food Processing & Consumption","Food consumption: plate, dish, bowl","10.00","10.00","300.00","38.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZD1.00072CER262","CER","redware, slip","1400","1550","Food Processing & Consumption","Food consumption: plate, dish, bowl","40.00","40.00","280.00","45.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZD1.00078CER223","CER","redware, slip","1400","1550","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","5.00","260.00","38.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZD1.00088CER223","CER","redware, slip","1400","1500","Food Processing & Consumption","Food consumption: plate, dish, bowl","65.00","40.00","240.00","35.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
